id,robotId,sensorId,timestamp,temperature,humidity,controlMode,motorInterval
4,Rpi__1,Sensor__4,2024/12/11 11:00,21.2,46.6,timer,10
8,Rpi__1,Sensor__4,2024/12/11 11:05,21.2,46.6,timer,10
12,Rpi__1,Sensor__4,2024/12/11 11:15,21.1,47.2,timer,10
16,Rpi__1,Sensor__4,2024/12/11 11:20,21,47.8,timer,10
20,Rpi__1,Sensor__4,2024/12/11 11:25,20.9,48.5,timer,10
24,Rpi__1,Sensor__4,2024/12/11 11:30,20.8,49.1,timer,10
28,Rpi__1,Sensor__4,2024/12/11 11:35,20.8,49.3,timer,10
32,Rpi__1,Sensor__4,2024/12/11 11:40,20.8,49.5,timer,10
36,Rpi__1,Sensor__4,2024/12/11 11:45,20.7,49.7,timer,10
40,Rpi__1,Sensor__4,2024/12/11 11:50,20.8,49.9,timer,10
44,Rpi__1,Sensor__4,2024/12/11 11:55,20.7,50,timer,10
48,Rpi__1,Sensor__4,2024/12/11 12:00,20.7,49.9,timer,10
52,Rpi__1,Sensor__4,2024/12/11 12:05,20.6,50.1,timer,3570
56,Rpi__1,Sensor__4,2024/12/11 12:10,20.5,50.2,timer,3570
60,Rpi__1,Sensor__4,2024/12/11 12:15,20.4,50.4,timer,3570
64,Rpi__1,Sensor__4,2024/12/11 12:20,20.4,50.5,timer,3570
68,Rpi__1,Sensor__4,2024/12/11 12:25,20.3,50.6,timer,3570
72,Rpi__1,Sensor__4,2024/12/11 12:30,20.3,50.7,timer,3570
76,Rpi__1,Sensor__4,2024/12/11 12:35,20.2,50.7,timer,3570
80,Rpi__1,Sensor__4,2024/12/11 12:40,20.2,50.7,timer,3570
84,Rpi__1,Sensor__4,2024/12/11 12:45,20.2,50.8,timer,3570
88,Rpi__1,Sensor__4,2024/12/11 12:50,20.2,50.8,timer,3570
92,Rpi__1,Sensor__4,2024/12/11 12:55,20.2,50.9,timer,3570
96,Rpi__1,Sensor__4,2024/12/11 13:00,20.2,50.9,timer,3570
100,Rpi__1,Sensor__4,2024/12/11 13:05,20.2,50.9,timer,3570
104,Rpi__1,Sensor__4,2024/12/11 13:10,20.2,50.9,timer,3570
108,Rpi__1,Sensor__4,2024/12/11 13:15,20.2,51,timer,3570
112,Rpi__1,Sensor__4,2024/12/11 13:20,20.2,51,timer,3570
116,Rpi__1,Sensor__4,2024/12/11 13:25,20.2,51,timer,3570
120,Rpi__1,Sensor__4,2024/12/11 13:30,20.2,51,timer,3570
124,Rpi__1,Sensor__4,2024/12/11 13:35,20.2,51.1,timer,3570
128,Rpi__1,Sensor__4,2024/12/11 13:40,20.2,51,timer,3570
132,Rpi__1,Sensor__4,2024/12/11 13:45,20.2,50.8,timer,3570
136,Rpi__1,Sensor__4,2024/12/11 13:50,20.2,50.8,timer,3570
140,Rpi__1,Sensor__4,2024/12/11 13:55,20.1,50.8,timer,3570
144,Rpi__1,Sensor__4,2024/12/11 14:00,20.1,50.8,timer,3570
148,Rpi__1,Sensor__4,2024/12/11 14:05,20.1,50.7,timer,3570
152,Rpi__1,Sensor__4,2024/12/11 14:10,20.1,50.6,timer,3570
156,Rpi__1,Sensor__4,2024/12/11 14:15,20.1,50.5,timer,3570
160,Rpi__1,Sensor__4,2024/12/11 14:20,20,50.3,timer,3570
164,Rpi__1,Sensor__4,2024/12/11 14:25,20.1,50.2,timer,3570
168,Rpi__1,Sensor__4,2024/12/11 14:30,20,50.2,timer,3570
172,Rpi__1,Sensor__4,2024/12/11 14:35,20,50,timer,3570
176,Rpi__1,Sensor__4,2024/12/11 14:40,20,50,timer,3570
180,Rpi__1,Sensor__4,2024/12/11 14:45,20,49.8,timer,3570
184,Rpi__1,Sensor__4,2024/12/11 14:50,20,49.8,timer,3570
188,Rpi__1,Sensor__4,2024/12/11 14:55,20,49.6,timer,3570
192,Rpi__1,Sensor__4,2024/12/11 15:00,19.9,49.6,timer,3570
196,Rpi__1,Sensor__4,2024/12/11 15:05,20,49.5,timer,3570
200,Rpi__1,Sensor__4,2024/12/11 15:10,20,49.5,timer,3570
204,Rpi__1,Sensor__4,2024/12/11 15:15,20,49.3,timer,3570
208,Rpi__1,Sensor__4,2024/12/11 15:20,20,49.4,timer,3570
212,Rpi__1,Sensor__4,2024/12/11 15:25,20,49.2,timer,3570
216,Rpi__1,Sensor__4,2024/12/11 15:30,20,49.2,timer,3570
220,Rpi__1,Sensor__4,2024/12/11 15:35,20,49.2,timer,3570
224,Rpi__1,Sensor__4,2024/12/11 15:40,20,49,timer,3570
228,Rpi__1,Sensor__4,2024/12/11 15:45,20,49.1,timer,3570
232,Rpi__1,Sensor__4,2024/12/11 15:50,20,48.9,timer,3570
236,Rpi__1,Sensor__4,2024/12/11 15:55,20,48.9,timer,3570
240,Rpi__1,Sensor__4,2024/12/11 16:00,20,48.9,timer,3570
244,Rpi__1,Sensor__4,2024/12/11 16:05,20,48.8,timer,3570
248,Rpi__1,Sensor__4,2024/12/11 16:10,20,48.7,timer,3570
252,Rpi__1,Sensor__4,2024/12/11 16:15,20,48.7,timer,3570
256,Rpi__1,Sensor__4,2024/12/11 16:20,20,48.7,timer,3570
260,Rpi__1,Sensor__4,2024/12/11 16:25,20,48.5,timer,3570
264,Rpi__1,Sensor__4,2024/12/11 16:30,20,48.5,timer,3570
268,Rpi__1,Sensor__4,2024/12/11 16:35,20,48.5,timer,3570
272,Rpi__1,Sensor__4,2024/12/11 16:40,20,48.4,timer,3570
276,Rpi__1,Sensor__4,2024/12/11 16:45,20,48.4,timer,3570
280,Rpi__1,Sensor__4,2024/12/11 16:50,20,48.3,timer,3570
284,Rpi__1,Sensor__4,2024/12/11 16:55,20,48.3,timer,3570
288,Rpi__1,Sensor__4,2024/12/11 17:00,20,48.1,timer,3570
292,Rpi__1,Sensor__4,2024/12/11 17:05,20,48.2,timer,3570
296,Rpi__1,Sensor__4,2024/12/11 17:10,20,48.1,timer,3570
300,Rpi__1,Sensor__4,2024/12/11 17:15,20,48.1,timer,3570
304,Rpi__1,Sensor__4,2024/12/11 17:20,20,48.1,timer,3570
308,Rpi__1,Sensor__4,2024/12/11 17:25,20,48,timer,3570
314,Rpi__1,Sensor__4,2024/12/12 9:45,19.3,52.4,timer,10
318,Rpi__1,Sensor__4,2024/12/12 9:50,19.4,54.7,timer,10
322,Rpi__1,Sensor__4,2024/12/12 9:55,19.4,56.6,timer,10
326,Rpi__1,Sensor__4,2024/12/12 10:00,19.5,56.7,timer,10
330,Rpi__1,Sensor__4,2024/12/12 10:05,19.5,56.5,timer,10
334,Rpi__1,Sensor__4,2024/12/12 10:10,19.5,56.2,timer,10
338,Rpi__1,Sensor__4,2024/12/12 10:15,19.6,56,timer,10
342,Rpi__1,Sensor__4,2024/12/12 10:20,19.6,56,timer,10
346,Rpi__1,Sensor__4,2024/12/12 10:25,19.8,52.2,timer,10
350,Rpi__1,Sensor__4,2024/12/12 10:30,20,52.3,timer,10
354,Rpi__1,Sensor__4,2024/12/12 10:35,20,52.6,timer,10
358,Rpi__1,Sensor__4,2024/12/12 10:40,20,52.8,timer,10
362,Rpi__1,Sensor__4,2024/12/12 10:45,20,52.8,timer,3570
366,Rpi__1,Sensor__4,2024/12/12 10:50,20,53,timer,3570
370,Rpi__1,Sensor__4,2024/12/12 10:55,20,53,timer,3570
374,Rpi__1,Sensor__4,2024/12/12 11:00,20,53,timer,3570
378,Rpi__1,Sensor__4,2024/12/12 11:05,20,53.2,timer,3570
382,Rpi__1,Sensor__4,2024/12/12 11:10,20,55.9,timer,3570
386,Rpi__1,Sensor__4,2024/12/12 11:15,20,56.9,timer,3570
390,Rpi__1,Sensor__4,2024/12/12 11:20,20,56.3,timer,3570
394,Rpi__1,Sensor__4,2024/12/12 11:25,20,55.2,timer,3570
398,Rpi__1,Sensor__4,2024/12/12 11:30,20,54.4,timer,3570
402,Rpi__1,Sensor__4,2024/12/12 11:35,20,53.8,timer,3570
406,Rpi__1,Sensor__4,2024/12/12 11:40,20,53.4,timer,3570
410,Rpi__1,Sensor__4,2024/12/12 11:45,20,53.2,timer,3570
414,Rpi__1,Sensor__4,2024/12/12 11:50,20,53.2,timer,3570
418,Rpi__1,Sensor__4,2024/12/12 11:55,20,53.3,timer,3570
422,Rpi__1,Sensor__4,2024/12/12 12:00,20,53.5,timer,3570
426,Rpi__1,Sensor__4,2024/12/12 12:05,20,53.2,timer,3570
430,Rpi__1,Sensor__4,2024/12/12 12:10,20,53.2,timer,3570
434,Rpi__1,Sensor__4,2024/12/12 12:15,20,52.9,timer,3570
438,Rpi__1,Sensor__4,2024/12/12 12:20,20,52.9,timer,3570
442,Rpi__1,Sensor__4,2024/12/12 12:25,20,52.9,timer,3570
446,Rpi__1,Sensor__4,2024/12/12 12:30,20,52.7,timer,3570
450,Rpi__1,Sensor__4,2024/12/12 12:35,20,53.1,timer,3570
454,Rpi__1,Sensor__4,2024/12/12 12:40,20,52.8,timer,3570
458,Rpi__1,Sensor__4,2024/12/12 12:45,20.1,53,timer,3570
462,Rpi__1,Sensor__4,2024/12/12 12:50,20.1,52.6,timer,3570
466,Rpi__1,Sensor__4,2024/12/12 12:55,20.1,52,timer,3570
470,Rpi__1,Sensor__4,2024/12/12 13:00,20.1,52.1,timer,3570
474,Rpi__1,Sensor__4,2024/12/12 13:05,20.1,52.2,timer,3570
478,Rpi__1,Sensor__4,2024/12/12 13:10,20.2,52.1,timer,3570
482,Rpi__1,Sensor__4,2024/12/12 13:15,20.1,52.2,timer,3570
486,Rpi__1,Sensor__4,2024/12/12 13:20,20.2,51.9,timer,3570
490,Rpi__1,Sensor__4,2024/12/12 13:25,20.2,51.9,timer,3570
494,Rpi__1,Sensor__4,2024/12/12 13:30,20.2,52.1,timer,3570
498,Rpi__1,Sensor__4,2024/12/12 13:35,20.2,52.4,timer,3570
502,Rpi__1,Sensor__4,2024/12/12 13:40,20.3,53.6,timer,3570
506,Rpi__1,Sensor__4,2024/12/12 13:45,20.3,53.2,timer,3570
510,Rpi__1,Sensor__4,2024/12/12 13:50,20.3,53,timer,3570
514,Rpi__1,Sensor__4,2024/12/12 13:55,20.3,52.9,timer,3570
518,Rpi__1,Sensor__4,2024/12/12 14:00,20.3,52.9,timer,3570
522,Rpi__1,Sensor__4,2024/12/12 14:05,20.3,52.2,timer,3570
526,Rpi__1,Sensor__4,2024/12/12 14:10,20.4,52.1,timer,3570
530,Rpi__1,Sensor__4,2024/12/12 14:15,20.3,51.9,timer,3570
534,Rpi__1,Sensor__4,2024/12/12 14:20,20.4,52.1,timer,3570
538,Rpi__1,Sensor__4,2024/12/12 14:25,20.3,51.7,timer,3570
542,Rpi__1,Sensor__4,2024/12/12 14:30,20.4,51.7,timer,3570
546,Rpi__1,Sensor__4,2024/12/12 14:35,20.4,52.1,timer,3570
550,Rpi__1,Sensor__4,2024/12/12 14:40,20.4,52,timer,3570
554,Rpi__1,Sensor__4,2024/12/12 14:45,20.4,51.8,timer,3570
558,Rpi__1,Sensor__4,2024/12/12 14:50,20.4,52.1,timer,3570
562,Rpi__1,Sensor__4,2024/12/12 14:55,20.4,51.9,timer,3570
566,Rpi__1,Sensor__4,2024/12/12 15:00,20.4,51.6,timer,3570
570,Rpi__1,Sensor__4,2024/12/12 15:05,20.4,51.9,timer,3570
574,Rpi__1,Sensor__4,2024/12/12 15:10,20.5,52.6,timer,3570
578,Rpi__1,Sensor__4,2024/12/12 15:15,20.5,52.3,timer,3570
582,Rpi__1,Sensor__4,2024/12/12 15:20,20.5,51.2,timer,3570
586,Rpi__1,Sensor__4,2024/12/12 15:25,20.5,51.9,timer,3570
590,Rpi__1,Sensor__4,2024/12/12 15:30,20.5,51.2,timer,3570
594,Rpi__1,Sensor__4,2024/12/12 15:35,20.5,51.2,timer,3570
598,Rpi__1,Sensor__4,2024/12/12 15:40,20.5,51.3,timer,3570
602,Rpi__1,Sensor__4,2024/12/12 15:45,20.5,51.8,timer,3570
606,Rpi__1,Sensor__4,2024/12/12 15:50,20.5,51.6,timer,3570
610,Rpi__1,Sensor__4,2024/12/12 15:55,20.5,51.1,timer,3570
614,Rpi__1,Sensor__4,2024/12/12 16:00,20.5,51.3,timer,3570
618,Rpi__1,Sensor__4,2024/12/12 16:05,20.5,51.3,timer,3570
622,Rpi__1,Sensor__4,2024/12/12 16:10,20.5,51.9,timer,3570
626,Rpi__1,Sensor__4,2024/12/12 16:15,20.5,51.9,timer,3570
630,Rpi__1,Sensor__4,2024/12/12 16:20,20.5,50.2,timer,3570
634,Rpi__1,Sensor__4,2024/12/12 16:25,20.5,51.1,timer,3570
638,Rpi__1,Sensor__4,2024/12/12 16:30,20.5,50.3,timer,3570
642,Rpi__1,Sensor__4,2024/12/12 16:35,20.5,50.2,timer,3570
646,Rpi__1,Sensor__4,2024/12/12 16:40,20.6,51.1,timer,3570
650,Rpi__1,Sensor__4,2024/12/12 16:45,20.5,50.2,timer,3570
654,Rpi__1,Sensor__4,2024/12/12 16:50,20.6,50.7,timer,3570
658,Rpi__1,Sensor__4,2024/12/12 16:55,20.6,50.7,timer,3570
662,Rpi__1,Sensor__4,2024/12/12 17:00,20.6,51.9,timer,3570
666,Rpi__1,Sensor__4,2024/12/12 17:05,20.6,51.6,timer,3570
670,Rpi__1,Sensor__4,2024/12/12 17:10,20.6,52.4,timer,3570
674,Rpi__1,Sensor__4,2024/12/12 17:15,20.6,52.5,timer,3570
678,Rpi__1,Sensor__4,2024/12/12 17:20,20.6,52.4,timer,3570
682,Rpi__1,Sensor__4,2024/12/12 17:25,20.6,52.7,timer,3570
686,Rpi__1,Sensor__4,2024/12/12 17:30,20.6,53.1,timer,3570
690,Rpi__1,Sensor__4,2024/12/12 17:35,20.6,53,timer,3570
694,Rpi__1,Sensor__4,2024/12/12 17:40,20.6,52.8,timer,3570
698,Rpi__1,Sensor__4,2024/12/12 17:45,20.6,52.8,timer,3570
702,Rpi__1,Sensor__4,2024/12/12 17:55,20.5,52,timer,3570
706,Rpi__1,Sensor__4,2024/12/12 18:00,20.5,51.6,timer,3570
710,Rpi__1,Sensor__4,2024/12/12 18:05,20.5,51.7,timer,3570
714,Rpi__1,Sensor__4,2024/12/12 18:10,20.6,51.5,timer,3570
718,Rpi__1,Sensor__4,2024/12/12 18:15,20.5,51.5,timer,3570
722,Rpi__1,Sensor__4,2024/12/12 18:20,20.6,51.5,timer,3570
726,Rpi__1,Sensor__4,2024/12/12 18:25,20.6,51,timer,3570
730,Rpi__1,Sensor__4,2024/12/12 18:30,20.6,51.5,timer,3570
734,Rpi__1,Sensor__4,2024/12/12 18:35,20.6,51.5,timer,3570
738,Rpi__1,Sensor__4,2024/12/12 18:40,20.6,51.5,timer,3570
742,Rpi__1,Sensor__4,2024/12/12 18:45,20.6,51.7,timer,3570
746,Rpi__1,Sensor__4,2024/12/12 18:50,20.6,51.6,timer,3570
750,Rpi__1,Sensor__4,2024/12/12 18:55,20.6,51.3,timer,3570
754,Rpi__1,Sensor__4,2024/12/12 19:00,20.6,51.4,timer,3570
758,Rpi__1,Sensor__4,2024/12/12 19:05,20.6,51.2,timer,3570
762,Rpi__1,Sensor__4,2024/12/12 19:10,20.6,51.3,timer,3570
766,Rpi__1,Sensor__4,2024/12/12 19:15,20.6,51,timer,3570
770,Rpi__1,Sensor__4,2024/12/12 19:20,20.6,51,timer,3570
774,Rpi__1,Sensor__4,2024/12/12 19:25,20.5,50.6,timer,3570
778,Rpi__1,Sensor__4,2024/12/12 19:30,20.5,50.7,timer,3570
782,Rpi__1,Sensor__4,2024/12/12 19:35,20.5,50.6,timer,3570
786,Rpi__1,Sensor__4,2024/12/12 19:40,20.5,50.6,timer,3570
790,Rpi__1,Sensor__4,2024/12/12 19:45,20.5,50.5,timer,3570
794,Rpi__1,Sensor__4,2024/12/12 19:50,20.5,49.4,timer,3570
798,Rpi__1,Sensor__4,2024/12/12 19:55,20.4,49.4,timer,3570
802,Rpi__1,Sensor__4,2024/12/12 20:00,20.4,48.9,timer,3570
806,Rpi__1,Sensor__4,2024/12/12 20:05,20.4,48.8,timer,3570
810,Rpi__1,Sensor__4,2024/12/12 20:10,20.4,48.4,timer,3570
814,Rpi__1,Sensor__4,2024/12/12 20:15,20.4,48.4,timer,3570
818,Rpi__1,Sensor__4,2024/12/12 20:20,20.4,49.3,timer,3570
822,Rpi__1,Sensor__4,2024/12/12 20:25,20.4,49.3,timer,3570
826,Rpi__1,Sensor__4,2024/12/12 20:30,20.3,48.7,timer,3570
830,Rpi__1,Sensor__4,2024/12/12 20:35,20.3,48.3,timer,3570
834,Rpi__1,Sensor__4,2024/12/12 20:40,20.2,47.1,timer,3570
838,Rpi__1,Sensor__4,2024/12/12 20:45,20.2,47.6,timer,3570
842,Rpi__1,Sensor__4,2024/12/12 20:50,20.2,47.7,timer,3570
846,Rpi__1,Sensor__4,2024/12/12 20:55,20.2,47.5,timer,3570
850,Rpi__1,Sensor__4,2024/12/12 21:00,20.2,47.3,timer,3570
854,Rpi__1,Sensor__4,2024/12/12 21:05,20.1,48.4,timer,3570
858,Rpi__1,Sensor__4,2024/12/12 21:10,20.1,49.5,timer,3570
862,Rpi__1,Sensor__4,2024/12/12 21:15,20.1,49.6,timer,3570
866,Rpi__1,Sensor__4,2024/12/12 21:20,20,49.7,timer,3570
870,Rpi__1,Sensor__4,2024/12/12 21:25,20,49.7,timer,3570
874,Rpi__1,Sensor__4,2024/12/12 21:30,20,49.5,timer,3570
878,Rpi__1,Sensor__4,2024/12/12 21:35,19.9,49.2,timer,3570
882,Rpi__1,Sensor__4,2024/12/12 21:40,19.9,49.8,timer,3570
886,Rpi__1,Sensor__4,2024/12/12 21:45,19.9,49.9,timer,43170
890,Rpi__1,Sensor__4,2024/12/12 21:50,19.9,49.9,timer,43170
894,Rpi__1,Sensor__4,2024/12/12 21:55,19.9,49.8,timer,43170
898,Rpi__1,Sensor__4,2024/12/12 22:00,19.8,49.9,timer,43170
902,Rpi__1,Sensor__4,2024/12/12 22:05,19.8,49.7,timer,43170
906,Rpi__1,Sensor__4,2024/12/12 22:10,19.8,49.4,timer,43170
910,Rpi__1,Sensor__4,2024/12/12 22:15,19.8,50,timer,43170
914,Rpi__1,Sensor__4,2024/12/12 22:20,19.8,50.1,timer,43170
918,Rpi__1,Sensor__4,2024/12/12 22:25,19.7,50.1,timer,43170
922,Rpi__1,Sensor__4,2024/12/12 22:30,19.7,49.9,timer,43170
926,Rpi__1,Sensor__4,2024/12/12 22:35,19.7,49,timer,43170
930,Rpi__1,Sensor__4,2024/12/12 22:40,19.7,48.2,timer,43170
934,Rpi__1,Sensor__4,2024/12/12 22:45,19.6,48,timer,43170
938,Rpi__1,Sensor__4,2024/12/12 22:50,19.6,48.1,timer,3570
942,Rpi__1,Sensor__4,2024/12/12 22:55,19.6,48.6,timer,3570
946,Rpi__1,Sensor__4,2024/12/12 23:00,19.6,49.3,timer,3570
950,Rpi__1,Sensor__4,2024/12/12 23:05,19.6,49.6,timer,3570
954,Rpi__1,Sensor__4,2024/12/12 23:10,19.6,49.2,timer,3570
958,Rpi__1,Sensor__4,2024/12/12 23:15,19.6,48.7,timer,3570
962,Rpi__1,Sensor__4,2024/12/12 23:20,19.5,48.9,timer,3570
966,Rpi__1,Sensor__4,2024/12/12 23:25,19.6,49.3,timer,3570
970,Rpi__1,Sensor__4,2024/12/12 23:30,19.5,48.8,timer,3570
974,Rpi__1,Sensor__4,2024/12/12 23:35,19.5,48.2,timer,3570
978,Rpi__1,Sensor__4,2024/12/12 23:40,19.5,48.4,timer,3570
982,Rpi__1,Sensor__4,2024/12/12 23:45,19.5,48.2,timer,3570
986,Rpi__1,Sensor__4,2024/12/12 23:50,19.5,47.9,timer,3570
990,Rpi__1,Sensor__4,2024/12/12 23:55,19.5,49.1,timer,3570
994,Rpi__1,Sensor__4,2024/12/13 0:00,19.5,49.2,timer,3570
998,Rpi__1,Sensor__4,2024/12/13 0:05,19.4,49.5,timer,3570
1002,Rpi__1,Sensor__4,2024/12/13 0:10,19.4,49.7,timer,3570
1006,Rpi__1,Sensor__4,2024/12/13 0:15,19.4,49.4,timer,3570
1010,Rpi__1,Sensor__4,2024/12/13 0:20,19.4,49.3,timer,3570
1014,Rpi__1,Sensor__4,2024/12/13 0:25,19.4,49.3,timer,3570
1018,Rpi__1,Sensor__4,2024/12/13 0:30,19.4,49.3,timer,3570
1022,Rpi__1,Sensor__4,2024/12/13 0:35,19.3,48.3,timer,3570
1026,Rpi__1,Sensor__4,2024/12/13 0:40,19.3,48.2,timer,3570
1030,Rpi__1,Sensor__4,2024/12/13 0:45,19.3,48.7,timer,3570
1034,Rpi__1,Sensor__4,2024/12/13 0:50,19.3,49.1,timer,3570
1038,Rpi__1,Sensor__4,2024/12/13 0:55,19.3,49,timer,3570
1042,Rpi__1,Sensor__4,2024/12/13 1:00,19.3,49.3,timer,3570
1046,Rpi__1,Sensor__4,2024/12/13 1:05,19.2,49.2,timer,3570
1050,Rpi__1,Sensor__4,2024/12/13 1:10,19.2,48.6,timer,3570
1054,Rpi__1,Sensor__4,2024/12/13 1:15,19.2,48.8,timer,3570
1058,Rpi__1,Sensor__4,2024/12/13 1:20,19.2,48.2,timer,3570
1062,Rpi__1,Sensor__4,2024/12/13 1:25,19.2,48.5,timer,3570
1066,Rpi__1,Sensor__4,2024/12/13 1:30,19.2,48.2,timer,3570
1070,Rpi__1,Sensor__4,2024/12/13 1:35,19.1,47.9,timer,3570
1074,Rpi__1,Sensor__4,2024/12/13 1:40,19.2,48.2,timer,3570
1078,Rpi__1,Sensor__4,2024/12/13 1:45,19.2,47.9,timer,3570
1082,Rpi__1,Sensor__4,2024/12/13 1:50,19.1,48,timer,3570
1086,Rpi__1,Sensor__4,2024/12/13 1:55,19.1,47.9,timer,3570
1090,Rpi__1,Sensor__4,2024/12/13 2:00,19.1,48,timer,3570
1094,Rpi__1,Sensor__4,2024/12/13 2:05,19.1,48.1,timer,3570
1098,Rpi__1,Sensor__4,2024/12/13 2:10,19.1,47.9,timer,3570
1102,Rpi__1,Sensor__4,2024/12/13 2:15,19.1,47.8,timer,3570
1106,Rpi__1,Sensor__4,2024/12/13 2:20,19.1,47.7,timer,3570
1110,Rpi__1,Sensor__4,2024/12/13 2:25,19.1,48.2,timer,3570
1114,Rpi__1,Sensor__4,2024/12/13 2:30,19.1,48.2,timer,3570
1118,Rpi__1,Sensor__4,2024/12/13 2:35,19.1,49.2,timer,3570
1122,Rpi__1,Sensor__4,2024/12/13 2:40,19.1,49.3,timer,3570
1126,Rpi__1,Sensor__4,2024/12/13 2:45,19.1,48.8,timer,3570
1130,Rpi__1,Sensor__4,2024/12/13 2:50,19,47.9,timer,3570
1134,Rpi__1,Sensor__4,2024/12/13 2:55,19,47.9,timer,3570
1138,Rpi__1,Sensor__4,2024/12/13 3:00,19,47.8,timer,3570
1142,Rpi__1,Sensor__4,2024/12/13 3:05,19,48.1,timer,3570
1146,Rpi__1,Sensor__4,2024/12/13 3:10,19,47.7,timer,3570
1150,Rpi__1,Sensor__4,2024/12/13 3:15,18.9,47.6,timer,3570
1154,Rpi__1,Sensor__4,2024/12/13 3:20,18.9,47.8,timer,3570
1158,Rpi__1,Sensor__4,2024/12/13 3:25,18.9,47.6,timer,3570
1162,Rpi__1,Sensor__4,2024/12/13 3:30,18.9,47.5,timer,3570
1166,Rpi__1,Sensor__4,2024/12/13 3:35,18.8,47.5,timer,3570
1170,Rpi__1,Sensor__4,2024/12/13 3:40,18.8,47.4,timer,3570
1174,Rpi__1,Sensor__4,2024/12/13 3:45,18.8,47.6,timer,3570
1178,Rpi__1,Sensor__4,2024/12/13 3:50,18.8,47.5,timer,3570
1182,Rpi__1,Sensor__4,2024/12/13 3:55,18.8,47.4,timer,3570
1186,Rpi__1,Sensor__4,2024/12/13 4:00,18.7,47.6,timer,3570
1190,Rpi__1,Sensor__4,2024/12/13 4:05,18.7,47.8,timer,3570
1194,Rpi__1,Sensor__4,2024/12/13 4:10,18.7,47.7,timer,3570
1198,Rpi__1,Sensor__4,2024/12/13 4:15,18.7,47.6,timer,3570
1202,Rpi__1,Sensor__4,2024/12/13 4:20,18.7,47.7,timer,3570
1206,Rpi__1,Sensor__4,2024/12/13 4:25,18.6,47.8,timer,3570
1210,Rpi__1,Sensor__4,2024/12/13 4:30,18.6,47.9,timer,3570
1214,Rpi__1,Sensor__4,2024/12/13 4:35,18.6,48,timer,3570
1218,Rpi__1,Sensor__4,2024/12/13 4:40,18.6,48.1,timer,3570
1222,Rpi__1,Sensor__4,2024/12/13 4:45,18.6,48.2,timer,3570
1226,Rpi__1,Sensor__4,2024/12/13 4:50,18.6,48.2,timer,3570
1230,Rpi__1,Sensor__4,2024/12/13 4:55,18.6,49,timer,3570
1234,Rpi__1,Sensor__4,2024/12/13 5:00,18.5,49.7,timer,3570
1238,Rpi__1,Sensor__4,2024/12/13 5:05,18.5,49.7,timer,3570
1242,Rpi__1,Sensor__4,2024/12/13 5:10,18.5,49.7,timer,3570
1246,Rpi__1,Sensor__4,2024/12/13 5:15,18.5,49.6,timer,3570
1250,Rpi__1,Sensor__4,2024/12/13 5:20,18.4,49.6,timer,3570
1254,Rpi__1,Sensor__4,2024/12/13 5:25,18.4,49.6,timer,3570
1258,Rpi__1,Sensor__4,2024/12/13 5:30,18.4,49.6,timer,3570
1262,Rpi__1,Sensor__4,2024/12/13 5:35,18.4,49.9,timer,3570
1266,Rpi__1,Sensor__4,2024/12/13 5:40,18.4,50,timer,3570
1270,Rpi__1,Sensor__4,2024/12/13 5:45,18.4,50.2,timer,3570
1274,Rpi__1,Sensor__4,2024/12/13 5:50,18.4,50.3,timer,3570
1278,Rpi__1,Sensor__4,2024/12/13 5:55,18.4,50.2,timer,3570
1282,Rpi__1,Sensor__4,2024/12/13 6:00,18.4,50.3,timer,3570
1286,Rpi__1,Sensor__4,2024/12/13 6:05,18.4,50.2,timer,3570
1290,Rpi__1,Sensor__4,2024/12/13 6:10,18.3,50.1,timer,3570
1294,Rpi__1,Sensor__4,2024/12/13 6:15,18.3,50.2,timer,3570
1298,Rpi__1,Sensor__4,2024/12/13 6:20,18.3,50,timer,3570
1302,Rpi__1,Sensor__4,2024/12/13 6:25,18.3,49.9,timer,3570
1306,Rpi__1,Sensor__4,2024/12/13 6:30,18.3,49.8,timer,3570
1310,Rpi__1,Sensor__4,2024/12/13 6:35,18.2,49.9,timer,3570
1314,Rpi__1,Sensor__4,2024/12/13 6:40,18.2,50,timer,3570
1318,Rpi__1,Sensor__4,2024/12/13 6:45,18.2,50.1,timer,3570
1322,Rpi__1,Sensor__4,2024/12/13 6:50,18.2,50.4,timer,3570
1326,Rpi__1,Sensor__4,2024/12/13 6:55,18.2,50.5,timer,3570
1330,Rpi__1,Sensor__4,2024/12/13 7:00,18.2,50.4,timer,3570
1334,Rpi__1,Sensor__4,2024/12/13 7:05,18.2,50.3,timer,3570
1338,Rpi__1,Sensor__4,2024/12/13 7:10,18.2,50.2,timer,3570
1342,Rpi__1,Sensor__4,2024/12/13 7:15,18.2,50.2,timer,3570
1346,Rpi__1,Sensor__4,2024/12/13 7:20,18.2,50.2,timer,3570
1350,Rpi__1,Sensor__4,2024/12/13 7:25,18.1,50.1,timer,3570
1354,Rpi__1,Sensor__4,2024/12/13 7:30,18.1,50.1,timer,3570
1358,Rpi__1,Sensor__4,2024/12/13 7:35,18.1,50.1,timer,3570
1362,Rpi__1,Sensor__4,2024/12/13 7:40,18.1,49.9,timer,3570
1366,Rpi__1,Sensor__4,2024/12/13 7:45,18.1,49.9,timer,3570
1370,Rpi__1,Sensor__4,2024/12/13 7:50,18.1,49.9,timer,3570
1374,Rpi__1,Sensor__4,2024/12/13 7:55,18.1,49.9,timer,3570
1378,Rpi__1,Sensor__4,2024/12/13 8:00,18.1,50,timer,3570
